label	message	preprocessed_message
0	It only does simple arithmetic not percentages.	simple arithmetic percentage
0	I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.	got video tape pple type message lor u free wan help hee co noe u wan watch infernal affair ask u along asking shuhui oso
0	Okie...	okie
0	Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap	ugh long day im exhausted want cuddle take nap
0	Ok i thk i got it. Then u wan me 2 come now or wat?	ok thk got u wan come wat
1	Would you like to see my XXX pics they are so hot they were nearly banned in the uk!	would like see xxx pic hot nearly banned uk
0	She went to attend another two rounds today..but still did't reach home..	went attend another two round todaybut still didt reach home
0	Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...	co lar im ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
0	Carlos says we can pick up from him later so yeah we're set	carlos say pick later yeah set
0	Hmm thinking lor...	hmm thinking lor
0	Yun buying... But school got offer 2000 plus only...	yun buying school got offer plus
0	She's good. How are you. Where r u working now	shes good r u working
0	Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/	cant feel nauseous im pissed didnt eat sweet week cause today planning pig dieting week im hungry
0	I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?	dont quite know still cant get hold anyone cud pick bout pm see theyre pub
1	+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50	urgent nd attempt contact uu £ call b tcsbcmwcnxx callcost ppm mobilesvary max£
0	Don no da:)whats you plan?	dawhats plan
0	Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....	men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife
1	URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only	urgent mobile number awarded £ prize guaranteed call land line claim valid hr
0	Text me when you get off, don't call, my phones having problems	text get dont call phone problem
1	Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info	sorry u unsubscribe yet mob offer package min term week pls resubmit request expiry reply themob help info
0	"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"	ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
0	Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..	opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0	Mm i had my food da from out	mm food da
0	Carlos says he'll be at mu in  &lt;#&gt;  minutes	carlos say hell mu ltgt minute
0	Great. Have a safe trip. Dont panic surrender all.	great safe trip dont panic surrender
0	Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx	nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx
0	Goin to workout lor... Muz lose e fats... 	goin workout lor muz lose e fat
0	Sorry sir, i will call you tomorrow.  senthil.hsbc	sorry sir call tomorrow senthilhsbc
0	What you doing?how are you?	doinghow
0	And that's fine, I got enough bud to last most of the night at least	thats fine got enough bud last night least
0	I can do that! I want to please you both inside and outside the bedroom...	want please inside outside bedroom
0	So can collect ur laptop?	collect ur laptop
0	Yes I know the cheesy songs from frosty the snowman :)	yes know cheesy song frosty snowman
0	Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night	oh thats late well good night give u call tomorrow iam going go sleep night night
0	Your daily text from me – a favour this time	daily text – favour time
0	Ok lor. Msg me b4 u call.	ok lor msg b u call
0	Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house	come aftr ltdecimalgt cleaning house
0	My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...	love hope anything drastic dont dare sell pc phone
0	Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe	hey babe sorry didnt get sooner gary come fix cause think know doesnt go far ptbo say cost ltgt buck dont know might cheaper find someone dont second hand machine right let know want babe
0	chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.	chile please ltdecimalgt hour drive come time subletting febapril audition season
0	Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.	tomarrow want got court ltdecimalgt come bus stand
0	I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts	want sent ltgt mesages today thats sorry hurt
0	U meet other fren dun wan meet me ah... Muz b a guy rite...	u meet fren dun wan meet ah muz b guy rite
0	S.this will increase the chance of winning.	sthis increase chance winning
0	Keep my payasam there if rinu brings	keep payasam rinu brings
0	Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.	wat make u thk ill fall actually thk im quite prone fall lucky dad home ask come n fetch already
0	Ok k..sry i knw 2 siva..tats y i askd..	ok ksry knw sivatats askd
0	I will reach ur home in  &lt;#&gt;  minutes	reach ur home ltgt minute
0	I sent your maga that money yesterday oh.	sent maga money yesterday oh
0	Sir, waiting for your letter.	sir waiting letter
0	Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit	fyi im gon na call sporadically starting like ltgt bc doin shit
0	i can call in  &lt;#&gt;  min if thats ok	call ltgt min thats ok
0	Well thats nice. Too bad i cant eat it	well thats nice bad cant eat
0	Sorry, I'll call later	sorry ill call later
0	Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..	enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly
0	No..jst change tat only..	nojst change tat
0	"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"	god asked forgiveness little child gave lovely reply wonderful fruit tree give hurt stone good night
0	East coast	east coast
0	hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx	hi darlin im way london smashed another driver big dent im really missing u u xxx
1	FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline	free msgwe billed mobile number mistake shortcode please call charge refundedthis call free bt landline
0	If we hit it off, you can move in with me :)	hit move
0	Now am free call me pa.	free call pa
0	Got it..mail panren paru..	got itmail panren paru
0	It'll be tough, but I'll do what I have to	itll tough ill
0	U still painting ur wall?	u still painting ur wall
0	I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA	really need kiss u miss u baby ur baby eva
1	Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 	someonone know trying contact via dating service find could call mobile landline boxskch
0	Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is	think sent text home phone cant display text still want send number
0	Many more happy returns of the day. I wish you happy birthday.	many happy return day wish happy birthday
0	Shall i ask one thing if you dont mistake me.	shall ask one thing dont mistake
0	Should i send you naughty pix? :)	send naughty pix
1	You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!	important customer service announcement call freephone
1	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622	customer service announcement recently tried make delivery unable please call reschedule ref
0	"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"	im smoking people use wylie smoke much justify ruining shit
0	, im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, 	im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheer
1	<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.	forwarded please call immediately urgent message waiting
0	Gud ni8 dear..slp well..take care..swt dreams..Muah..	gud ni dearslp welltake careswt dreamsmuah
0	Din i tell u jus now 420	din tell u jus
0	He is a womdarfull actor	womdarfull actor
0	Hope you are having a great new semester. Do wish you the very best. You are made for greatness.	hope great new semester wish best made greatness
0	Anything lor if they all go then i go lor...	anything lor go go lor
0	Princess, is your kitty shaved or natural?	princess kitty shaved natural
0	Having lunch:)you are not in online?why?	lunchyou onlinewhy
0	Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...	tick tick tick could die loneliness know pout stomp foot need
0	Haha... Really oh no... How? Then will they deduct your lesson tmr?	haha really oh deduct lesson tmr
0	2 laptop... I noe infra but too slow lar... I wan fast one	laptop noe infra slow lar wan fast one
0	I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.	dont want leave im barely stay sane fighting constantly isnt helping
0	Update your face book status frequently :)	update face book status frequently
0	Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.	hello damn christmas thing think decided keep mp doesnt work
0	I'm in office now . I will call you  &lt;#&gt;  min:)	im office call ltgt min
0	Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie	mystery solved opened email he sent another batch isnt sweetie
1	Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603	hi babe jordan r u im home abroad lonely text back u wan na chat xxsp visionsmscom text stop stopcost p
0	He needs to stop going to bed and make with the fucking dealing	need stop going bed make fucking dealing
0	If you don't respond imma assume you're still asleep and imma start calling n shit	dont respond imma assume youre still asleep imma start calling n shit
0	Sorry about that this is my mates phone and i didnt write it love Kate	sorry mate phone didnt write love kate
0	No my blankets are sufficient, thx	blanket sufficient thx
0	Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...	good afternoon love go day sleep hope well boytoy think
0	You do got a shitload of diamonds though	got shitload diamond though
0	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!	know god created gap finger one made come amp fill gap holding hand love
1	Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!	bored housewife chat n date btnational rate pmin landline
0	When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.	school starting stay whats weather like food social support system like friend school thing important
0	Thanx 4 sending me home...	thanx sending home
0	I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX	hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
0	Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.	good evening sir al salam wahleykkumsharing happy newsby grace god got offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india
0	But i'll b going 2 sch on mon. My sis need 2 take smth.	ill b going sch mon si need take smth
0	Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?	valentine game send dis msg ur friend answer r someone really love u ques colour suit best
0	Big brother‘s really scraped the barrel with this shower of social misfits	big brother ‘ really scraped barrel shower social misfit
0	Hi.what you think about match?	hiwhat think match
0	It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.	stop however suggest stay someone able give or every stool
0	I'll be at mu in like  &lt;#&gt;  seconds	ill mu like ltgt second
0	I dunno they close oredi not... Ü v ma fan...	dunno close oredi ü v fan
0	Yes:)here tv is always available in work place..	yeshere tv always available work place
0	Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates	trying figure im suppose see couple different people week said wed get together didnt set date
1	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music tncs wwwldewcomwinppmxage
1	<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches	forwarded hi mailbox messaging sm alert message match please call back retrieve message match
0	Send to someone else :-)	send someone else
0	I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon	good time nice something bit different weekend change see ya soon
0	He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up	lot used one babe model doesnt help youi bring hell match
0	Shopping? Eh ger i toking abt syd leh...Haha	shopping eh ger toking abt syd lehhaha
0	Hahaha..use your brain dear	hahahause brain dear
0	you are sweet as well, princess. Please tell me your likes and dislikes in bed...	sweet well princess please tell like dislike bed
0	Stupid.its not possible	stupidits possible
0	Holy living christ what is taking you so long	holy living christ taking long
0	Prakesh is there know.	prakesh know
0	My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!	parent kidz friend n colleague screaming surprise waiting sofa naked
0	Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;	doesnt g class early tomorrow thus shouldnt trying smoke ltgt
0	Shall i send that exe to your mail id.	shall send exe mail id
0	Ok.	ok
0	Ü called dad oredi...	ü called dad oredi
1	Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery	customer service annoncement new year delivery waiting please call arrange delivery
0	Haha figures, well I found the piece and priscilla's bowl	haha figure well found piece priscillas bowl
0	Got meh... When?	got meh
0	I HAVE A DATE ON SUNDAY WITH WILL!!	date sunday
0	Try neva mate!!	try neva mate
0	Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.	sorry left phone upstairs ok might hectic would bird one fell swoop date
0	Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  	huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
0	Sorry, I'll call later	sorry ill call later
0	I love your ass! Do you enjoy doggy style? :)	love as enjoy doggy style
0	I cant pick the phone right now. Pls send a message	cant pick phone right pls send message
0	What time do u get out?	time u get
0	Ya that one is slow as poo	ya one slow poo
0	When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...	use soc use home ü dunno type word ar
0	Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!	dont look back building coat dont want get sick hurry home wear coat gym
0	I am taking you for italian food. How about a pretty dress with no panties? :)	taking italian food pretty dress panty
0	"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."	today song dedicated day song u dedicate send ur valuable frnds first rply
0	You still at grand prix?	still grand prix
0	Draw va?i dont think so:)	draw vai dont think
0	Nothing really, just making sure everybody's up to speed	nothing really making sure everybodys speed
0	I called but no one pick up e phone. I ask both of them already they said ok.	called one pick e phone ask already said ok
0	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune	per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friend callertune
0	* You gonna ring this weekend or wot?	gon na ring weekend wot
0	My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...	house e sky quite dark liao raining got excuse run already rite hee
1	500 free text msgs. Just text ok to 80488 and we'll credit your account	free text msg text ok well credit account
0	About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.	ltgt buck bank fee fixed better call bank find
0	No plans yet. What are you doing ?	plan yet
0	Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.	great getting worried know wonderful caring person like best life know u r wonderful god love
0	So ü'll be submitting da project tmr rite?	üll submitting da project tmr rite
0	Nt joking seriously i told	nt joking seriously told
0	Nah I don't think he goes to usf, he lives around here though	nah dont think go usf life around though
0	Ok... Then r we meeting later?	ok r meeting later
0	The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...	xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
0	No need lar i go engin? Cos my sis at arts today...	need lar go engin co si art today
0	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu	purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
0	The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8	beauty life next second hide thousand secret wish every second wonderful ur life gud n
0	Well welp is sort of a semiobscure internet thing	well welp sort semiobscure internet thing
0	Aiyah u did ok already lar. E nydc at wheellock?	aiyah u ok already lar e nydc wheellock
0	When you are big..| God will bring success.	big god bring success
0	Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL	never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl
0	Bring it if you got it	bring got
1	Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 	dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
0	happened here while you were adventuring	happened adventuring
0	Dear reached railway. What happen to you	dear reached railway happen
0	I didnt get ur full msg..sometext is missing, send it again	didnt get ur full msgsometext missing send
0	Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!	gettin bit arty collage mo well tryin ne way got roast min lovely shall enjoy
0	No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..	dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt r il getiing ltgt rsi draw acc wen ltgt r
0	Carry on not disturbing both of you	carry disturbing
0	K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1	kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb
0	Yeah imma come over cause jay wants to do some drugs	yeah imma come cause jay want drug
0	Were gonna go get some tacos	gon na go get taco
0	1's reach home call me.	reach home call
0	That's fine, I'll bitch at you about it later then	thats fine ill bitch later
1	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 	december mobile mths entitled update latest colour camera mobile free call mobile update vco free
0	I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?	doc appointment next week im tired shoving stuff ugh couldnt normal body
0	K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure	k roommate also want dubsack another friend may also want plan bringing extra ill tell know sure
0	TaKe CaRE n gET WeLL sOOn	take care n get well soon
0	Have you laid your airtel line to rest?	laid airtel line rest
0	Spoons it is then okay?	spoon okay
1	I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end	hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end
0	Wat time liao, where still got.	wat time liao still got
0	Ugh just got outta class	ugh got outta class
1	Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B	sunshine quiz win super sony dvd recorder canname capital australia text mquiz b
1	No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info	polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend ptone reply hl info
0	Call me when you get the chance plz &lt;3	call get chance plz lt
0	At 7 we will go ok na.	go ok na
0	Ya very nice. . .be ready on thursday	ya nice ready thursday
0	I have no idea where you are	idea
1	sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP	sexy sexy cum text im wet warm ready porn u fun msg free recd msg p inc vat cancel text stop
0	Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...	oh thkin goin yogasana den nd go den rush parco nb okie lor u call ready
1	You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+	guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
0	The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.	monthly amount terrible pay anything till month finishing school
0	Lmao!nice 1	lmaonice
0	Its hard to believe things like this. All can say lie but think twice before saying anything to me.	hard believe thing like say lie think twice saying anything
0	The basket's gettin full so I might be by tonight	basket gettin full might tonight
0	So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.	poking man everyday teach canada abi saying hi
0	Oh yeah I forgot. U can only take 2 out shopping at once.	oh yeah forgot u take shopping
1	RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50	rgent nd attempt contact uu £ call b tcsbcmwcnxx callcost ppm mobilesvary max£
1	Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly	freemsg month unlimited free call activate smartcall txt call subscriptngbpwk unlimited call help stoptxt stop landlineonly
0	Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.	plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
0	Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?	hey guy know breathing neck get bud anyway youd able get half track usf tonight
0	Huh means computational science... Y they like dat one push here n there...	huh mean computational science like dat one push n
0	What about this one then.	one
0	Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?	well give co said ‘ one nighters persevered found one cheap apologise advance somewhere sleep isnt
0	Tell rob to mack his gf in the theater	tell rob mack gf theater
0	"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"	beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night
1	Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	congrats mobile g videophones r call videochat wid ur mate play java game dload polyh music noline rentl bx ip pm
0	No need to say anything to me. I know i am an outsider	need say anything know outsider
0	I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...	im eatin lor goin back work soon e mountain deer show huh watch b liao nice
1	URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm	urgent trying contact last weekend draw show u £ prize guaranteed call claim code k valid hr p pm
0	Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.	dont forget though love walk beside watching keeping heart warm
0	Haha, just what I was thinkin	haha thinkin
0	But pls dont play in others life.	pls dont play others life
0	Stop knowing me so well!	stop knowing well
1	You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p	winner specially selected receive £ cash £ award speak live operator claim call ampm cost p
0	Realy sorry-i don't recognise this number and am now confused :) who r u please?! 	realy sorryi dont recognise number confused r u please
0	Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.	oh get paid outstanding one commercial hasbroin august made u jump many hoop get paid still
0	I'm back &amp; we're packing the car now, I'll let you know if there's room	im back amp packing car ill let know there room
0	Y dun cut too short leh. U dun like ah? She failed. She's quite sad.	dun cut short leh u dun like ah failed shes quite sad
0	By monday next week. Give me the full gist	monday next week give full gist
0	Can u get pic msgs to your phone?	u get pic msg phone
1	1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!	flirting txt girl bloke ur name age eg girl zoe join get chatting
0	Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)	ha ha nan yalrigu heltiniiyo kothi chikku u shared many thing wit meso far didnt told body even uttered word abt u ur trusting much tell others plz nxt time dont use word meok chikkub
0	I've sent ü my part..	ive sent ü part
0	Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.	ü wait bus stop aft ur lect lar dun c ü go get car come back n pick ü
0	Joy's father is John. Then John is the NAME of Joy's father. Mandan	joy father john john name joy father mandan
0	Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.	gr see message r u leaving congrats dear school wat r ur plan
0	I cant pick the phone right now. Pls send a message	cant pick phone right pls send message
0	I think it's all still in my car	think still car
0	HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX	hey hey werethe monkeespeople say monkeyaround howdy gorgeous howu doin foundurself jobyet sausagelove jen xxx
0	Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack	yo gon na still stock tomorrowtoday im trying get dubsack
0	Yeah we do totes. When u wanna?	yeah tote u wan na
0	Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you	hello per request ltgt r transfered
0	MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.	maybe woke fucking wouldnt problem
0	Hey u still at the gym?	hey u still gym
0	Kate jackson rec center before 7ish, right?	kate jackson rec center ish right
0	I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...	im nt goin got somethin unless meetin dinner lor haha wonder go ti time
0	Its ok, if anybody asks abt me, u tel them..:-P	ok anybody asks abt u tel themp
0	It's that time of the week again, ryan	time week ryan
0	You always make things bigger than they are	always make thing bigger
0	Are you going to wipro interview today?	going wipro interview today
0	Excellent! Are you ready to moan and scream in ecstasy?	excellent ready moan scream ecstasy
0	Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?	ill call u mrw ninish address icky american freek wont stop callin bad jen k eh
0	How dare you change my ring	dare change ring
0	What makes you most happy?	make happy
1	Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821	loan purpose even bad credit tenant welcome call noworriesloanscom
0	Hey mr whats the name of that bill brison book the one about language and words 	hey mr whats name bill brison book one language word
0	Must come later.. I normally bathe him in da afternoon mah..	must come later normally bathe da afternoon mah
0	U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.	u really pig leh sleep much dad wake smth eat lunch today
1	Please CALL 08712402578 immediately as there is an urgent message waiting for you	please call immediately urgent message waiting
0	I just really need shit before tomorrow and I know you won't be awake before like 6	really need shit tomorrow know wont awake like
0	K, wat s tht incident?	k wat tht incident
0	I wish u were here. I feel so alone	wish u feel alone
0	Thankyou so much for the call. I appreciate your care.	thankyou much call appreciate care
0	Apart from the one i told you about yesterday?	apart one told yesterday
0	No, its true..k,Do u knw dis no. &lt;#&gt; ?	truekdo u knw dis ltgt
0	He dint tell anything. He is angry on me that why you told to abi.	dint tell anything angry told abi
